id,revenue
3184,20783123.463531528
3185,58449246.41484593
3186,96678986.57976036
3187,2871990.7407496367
3188,15279684.02325271
3189,66023129.63896221
3190,20792019.09409146
3191,11319056.527912535
3192,1744434.4356193843
3193,160611760.29815865
3194,63852638.793872505
3195,61260.86472141432
3196,975852.1954159684
3197,5863979.095388682
3198,217338978.18454134
3199,220943044.19700903
3200,10288613.398610614
3201,1037045.2048829058
3202,8191217.908853088
3203,1819841.7722301173
3204,5827122.495061936
3205,644792.6773179863
3206,18957550.590745024
3207,27193106.23953139
3208,1800197.3437828522
3209,6955021.30759075
3210,706747590.967001
3211,350905.5463784388
3212,33438057.118400574
3213,29496424.568611592
3214,2835660.256583692
3215,2496452.0667136726
3216,4016537.3424615497
3217,534898040.8312552
3218,5490432.776349053
3219,182787.35623421808
3220,39986467.132787295
3221,4108373.362791357
3222,1331318.9060636424
3223,26922132.264208674
3224,265427.9214393117
3225,1976605.8528021453
3226,2482206.0257120123
3227,51319890.99578219
3228,207825776.80759993
3229,120039234.21233642
3230,34382029.55686449
3231,37607459.1033209
3232,26982006.88169686
3233,4906024.806416615
3234,1567460.468845341
3235,1072870.3930981755
3236,76765.32722019806
3237,9653822.810556801
3238,1222176.8495739345
3239,69317.38160953301
3240,374932562.3046546
3241,1208078.5679218872
3242,5274495.058829164
3243,3020640.5028740223
3244,693451.2942314246
3245,714885.8958896758
3246,18889846.15254033
3247,19711737.789216995
3248,43261802.41546649
3249,41551742.86325069
3250,362950350.84606415
3251,219913.7338532808
3252,26091253.53569692
3253,52938567.609005064
3254,352246.3868532917
3255,82389.68150539722
3256,35012515.720543176
3257,12415470.197737128
3258,13226813.124342384
3259,38719655.79470227
3260,1620449.2803130164
3261,580174140.3762581
3262,36685026.59986938
3263,165152.66125356202
3264,201857.8037812975
3265,81146.30750251576
3266,279821.5309016635
3267,12144949.590169989
3268,254273.08827180552
3269,51928810.10474598
3270,49737508.200705394
3271,3650785.959521634
3272,7097193.392195425
3273,5719089.860887217
3274,485904986.7059542
3275,14784859.795237115
3276,128979.88225223354
3277,15063816.855603645
3278,35267238.15356479
3279,5197885.162543562
3280,208614677.3069326
3281,191074.67866687675
3282,4160000.3195085856
3283,348649422.47609043
3284,31041067.87737219
3285,46213376.308381505
3286,175951.4587872085
3287,3586435.4757510154
3288,5359413.913695907
3289,29607132.645699795
3290,78891721.15740617
3291,17096676.775313225
3292,248738587.06165624
3293,38116693.4297291
3294,3943575.0812349883
3295,8397768.955334079
3296,525062.8501099994
3297,3195578.402486914
3298,36476529.39615004
3299,2003153.542776874
3300,27837857.402256694
3301,170005.97246373285
3302,1419234.6781748554
3303,2140408.6549027106
3304,5725221.833759271
3305,60336476.44852848
3306,695757.9796680324
3307,44481663.05851897
3308,16793082.251757912
3309,536497.3756831166
3310,4188054.2522818213
3311,3335580.9180117114
3312,2073378.377280899
3313,39616200.88879184
3314,20069681.317318622
3315,55530404.04913536
3316,8248537.596977703
3317,371384.8806393179
3318,111703.3851780942
3319,4981157.786212902
3320,14307677.478882287
3321,6069340.88768042
3322,9354764.81976428
3323,80972075.07319385
3324,3422536.234649983
3325,45396448.55163821
3326,198686854.08094183
3327,63033631.485204615
3328,21020643.491901755
3329,3008481.3416993907
3330,93267851.58632948
3331,432237.26299177506
3332,52288059.9192435
3333,268254464.06311876
3334,1411910.5809019946
3335,41836121.86904256
3336,12141505.845873727
3337,53165.97376786286
3338,15878970.072211042
3339,856802.3182308642
3340,60244738.563252755
3341,3653216.6011396786
3342,41662460.42414443
3343,60942351.70381477
3344,1173002.6090174115
3345,2072690.5635888993
3346,12883451.50542668
3347,177657.60039788714
3348,22911877.229400788
3349,25850137.728200942
3350,306038544.8898717
3351,24897555.55511279
3352,930257.091171333
3353,63429993.22412057
3354,2429742.096263229
3355,2368645.4152874383
3356,10952870.099698285
3357,482224.00597585365
3358,10510346.781421166
3359,21967565.66985825
3360,6213221.497486527
3361,93930706.8992718
3362,6310040.805069297
3363,3717129.093911885
3364,16052682.335514342
3365,309752.46413316956
3366,54864092.41071028
3367,79716964.0935411
3368,1181850.9219074433
3369,26780928.095350396
3370,57680074.123036265
3371,30991982.721001633
3372,25526788.712061275
3373,61135251.27987242
3374,5312934.427604669
3375,55513744.43362766
3376,21192313.103855688
3377,5169428.785205008
3378,7472703.689174385
3379,156104030.77397576
3380,61517446.853493735
3381,541906.1619952528
3382,134484.53119947432
3383,2617371.5414806344
3384,39247704.97561573
3385,71839523.5145438
3386,532872.0070134103
3387,5116999.489054214
3388,77812439.76624283
3389,851491291.0156755
3390,5265790.283475799
3391,8741522.806572052
3392,11481028.701247107
3393,2936405.4471201217
3394,104411269.68971716
3395,151528062.4819499
3396,3637310.409982361
3397,520458.3248837114
3398,264530310.69222382
3399,106739899.49314441
3400,9625860.51110884
3401,3138029.4008322535
3402,436052.9886509806
3403,49579928.28568791
3404,13951719.402151465
3405,14072038.776601052
3406,155499092.3809753
3407,179674157.5631676
3408,27478568.11936508
3409,2298373.476765819
3410,45549700.840124816
3411,61142043.223333135
3412,10072539.536700577
3413,29163950.96593944
3414,627387.9339293996
3415,7961707.851692451
3416,16834429.661965728
3417,70012047.26162215
3418,28837963.92263317
3419,401661271.40549386
3420,648734.4460172851
3421,7626971.05461888
3422,1330536.0012108167
3423,428971204.5538763
3424,179968.93063842834
3425,2190859.214542808
3426,16074056.871150283
3427,21069837.84832478
3428,2125571.2446795525
3429,13962142.716920689
3430,334799807.17468035
3431,1269925.6171956742
3432,1784092.3663256364
3433,11867930.132118147
3434,8351567.493273961
3435,410535193.5892412
3436,157214337.90430263
3437,474362.8091248785
3438,14926763.316955445
3439,23439299.058673162
3440,102502148.08961947
3441,44828398.858213924
3442,925903.489864582
3443,738863.4419997864
3444,150813.82937982227
3445,73958495.5331361
3446,293510.722316751
3447,3557027.307575424
3448,20645295.333172005
3449,10704080.299798947
3450,97008706.60708885
3451,25863151.061182566
3452,36382670.62455214
3453,23327453.9514278
3454,26516596.583106346
3455,5999822.013216084
3456,106047605.57739471
3457,4849802.242558658
3458,21145129.38981445
3459,521844821.0676845
3460,33907911.213597536
3461,5697189.1124626
3462,4373671.609592449
3463,30958922.468444064
3464,220837.36557194748
3465,17683372.379145782
3466,15782796.304740418
3467,12697565.991054324
3468,108285179.92251089
3469,607871.9952820556
3470,103849.19881102009
3471,60528108.74429866
3472,2006825.5493613135
3473,30834433.689133104
3474,54194684.56027883
3475,162734942.99308336
3476,7448135.295117549
3477,25363031.076834086
3478,4536318.186045218
3479,205840978.5392102
3480,5518036.80565776
3481,3446923.7251925957
3482,2399132.96717923
3483,378026.01404743857
3484,1869013.3553587203
3485,73397207.8964999
3486,117587280.24459378
3487,82104251.06189331
3488,49204211.8960996
3489,14666067.630736712
3490,22354805.39524493
3491,16134174.003923116
3492,4961914.112866989
3493,16357472.744230403
3494,1009083.4032567182
3495,97653293.048066
3496,8968408.370799659
3497,42885358.48309154
3498,19063084.285606474
3499,27409893.406017467
3500,65364.56109106381
3501,56653092.90832664
3502,44389749.92770247
3503,28062202.76448499
3504,42880605.472795606
3505,2273849.5934466277
3506,69955429.62284403
3507,155617083.22136694
3508,20756799.804823413
3509,12020404.085660119
3510,9319853.12177747
3511,21546520.941342253
3512,188799607.97173494
3513,7529318.278124272
3514,10556105.385771539
3515,1726944.4845357682
3516,14815388.895503806
3517,692516337.5997374
3518,20253694.849848885
3519,3246121.7861122726
3520,2454691.948734417
3521,52607.383734931005
3522,19045680.90315319
3523,23546490.178762168
3524,49776532.588239014
3525,69273754.05657358
3526,18003636.74425192
3527,19942197.046112377
3528,4771811.559081081
3529,322153304.6248349
3530,13229481.492849203
3531,73679544.99694823
3532,24945461.79957845
3533,25938236.405130878
3534,10350518.22425714
3535,175503465.05025086
3536,3228513.9058314944
3537,41264105.578394696
3538,65437727.13336849
3539,30839708.505057458
3540,10319708.570271306
3541,16807851.165397227
3542,25238074.11768757
3543,172060.36121727191
3544,46233856.00583431
3545,351564.6089341393
3546,3501236.2389650103
3547,84550797.67620774
3548,265084766.53632328
3549,3643237.741673979
3550,148477100.39344645
3551,95925195.68637349
3552,91049865.47967784
3553,12106651.129879467
3554,146258979.71371835
3555,256909221.38507855
3556,19964226.059044678
3557,6571297.268657971
3558,233183954.41036373
3559,26583250.529113714
3560,192936.86885463726
3561,99429306.0569207
3562,5157335.698025322
3563,7082854.570965684
3564,346984.43802351935
3565,6395951.035642104
3566,60786107.72228082
3567,6612078.866923271
3568,4257456.71463948
3569,89173918.63789847
3570,510841.5284059042
3571,56443280.13813905
3572,139466471.36236924
3573,4120665.8528682534
3574,17603038.635615766
3575,3692873.6330584236
3576,14613549.241799874
3577,24325642.46288302
3578,48723680.293641835
3579,20148080.950912934
3580,21432185.492535796
3581,11330837.056527311
3582,126913807.7139828
3583,118282.50386058807
3584,36897642.74361648
3585,37136539.276255965
3586,24892569.997428656
3587,1237469.1611121988
3588,1385396.4870009818
3589,25423646.18705755
3590,11752024.563323503
3591,274406081.7765983
3592,1153666.3363272315
3593,176555.77572333475
3594,318435.6545160677
3595,15509723.335182846
3596,5497918.175902426
3597,6256575.711666167
3598,36584412.837436795
3599,8786417.348073825
3600,1159320.352560515
3601,84640.85279096397
3602,246046.32793285148
3603,5932733.591135111
3604,3163102.1433392824
3605,45339819.54949759
3606,181784.56017660256
3607,50541869.001435846
3608,149632381.37452006
3609,752502.230929595
3610,32453277.591694273
3611,91603.90970238966
3612,2486148.5706808274
3613,3671838.851443654
3614,109382764.42707135
3615,32005671.006647456
3616,17218890.601341188
3617,11405470.762930866
3618,138832151.66521475
3619,67639.01868291633
3620,174359594.17913148
3621,153309116.52233982
3622,189575733.49330282
3623,82329884.34655297
3624,13878.778737964181
3625,1712925.648276037
3626,18887486.95136678
3627,16716527.448588649
3628,411191020.60682553
3629,1936280.6772321304
3630,75292.06952721403
3631,57732779.77894972
3632,7198823.188241216
3633,48719924.08767775
3634,1194480.3951642914
3635,906804.4559064271
3636,36262131.86627477
3637,942925.1014198533
3638,19571977.294743143
3639,51943811.51964079
3640,266211783.87491584
3641,468378.10853572557
3642,946207.414455151
3643,7373095.7183629265
3644,7244928.15503726
3645,16226659.687846892
3646,3542701.31108451
3647,16118119.822562234
3648,3794578.8418845832
3649,11207685.238477103
3650,9947994.162459452
3651,466661262.8066975
3652,41878216.75168758
3653,206561577.7975489
3654,4904588.567020289
3655,15656278.729972407
3656,3615305.2960597537
3657,36383.46320208916
3658,2872455.902479065
3659,147620296.4220513
3660,292316214.67889595
3661,7335641.282479403
3662,22621762.7269744
3663,550841972.1623389
3664,248567.34532869063
3665,302780.48493658245
3666,10225491.523316868
3667,118321404.8360755
3668,16311109.517132564
3669,2896806.559566344
3670,36561027.35484028
3671,15057165.019553008
3672,7094453.576461002
3673,105567166.51968622
3674,9281982.283433402
3675,252244771.37415376
3676,100170638.48358276
3677,4751537.137559125
3678,4564584.009928136
3679,11878250.58697527
3680,5566168.523716839
3681,3936148.45677651
3682,76446742.32842508
3683,3901050.2670002156
3684,91365871.61682202
3685,118013691.27503392
3686,2320862.7320571435
3687,153718658.60915464
3688,2472397.5441394085
3689,210949.5673840039
3690,84655670.69228394
3691,819564.2361670681
3692,73918.65251055878
3693,108733765.09814045
3694,143652045.83950746
3695,70363206.81346422
3696,27593655.41941117
3697,18016016.996070404
3698,67949856.94337654
3699,3852694.687809159
3700,1250680.7135006755
3701,37220453.70533947
3702,53166.40508938924
3703,82655649.13122478
3704,56376311.00570666
3705,8309542.144157839
3706,87397830.46274255
3707,384095.75545866136
3708,3621616.102794159
3709,206416383.2165905
3710,14235917.902790489
3711,1086983.6178440917
3712,42734848.551803194
3713,6086264.496486963
3714,606678.1208263901
3715,7660624.233779962
3716,2378451.4455290087
3717,104989.54690414385
3718,5427654.228630227
3719,50544727.98114824
3720,11890801.357058229
3721,185896.93844351114
3722,30847208.517914213
3723,300551.14903643704
3724,8365503.523666029
3725,52505371.117447846
3726,8749517.195498705
3727,49460465.46701305
3728,154590798.35164627
3729,5728684.724220822
3730,60322637.49520316
3731,132942663.00018
3732,382627.1883912439
3733,261162217.44955698
3734,319271342.3579243
3735,15447378.90562916
3736,7353207.449325716
3737,5785370.381098081
3738,745293.7877189445
3739,6934230.122173257
3740,2061292.7730879867
3741,8396587.567196315
3742,66201238.0669047
3743,27149962.38485023
3744,126395534.47674395
3745,22135020.921403952
3746,150386612.20896366
3747,9705.422280972552
3748,2610763.2710427553
3749,7036614.801612713
3750,175665.56519021158
3751,4269825.012727028
3752,2353806.8362111785
3753,6229058.146342769
3754,24284533.48590892
3755,76291314.35142697
3756,2843619.5090386565
3757,291715527.48668504
3758,71822641.27725537
3759,2561942.820157394
3760,153952582.18669936
3761,28221644.818796802
3762,331724837.13570774
3763,24296821.443021424
3764,16968825.25716334
3765,1554484.477023253
3766,2494338.835464414
3767,15032590.914728405
3768,8809954.914157713
3769,503186.92221410753
3770,1150579.4521032074
3771,47990795.80832237
3772,10627292.720544565
3773,18904017.780831616
3774,16733961.094332946
3775,126764677.16414016
3776,64758050.92522794
3777,1929068.386353813
3778,120826.98132797494
3779,10161643.777051289
3780,141723.68022366348
3781,14836119.04334166
3782,621708.4087194076
3783,24588640.940750018
3784,2281321.9450881644
3785,332250679.3596485
3786,4105089.1768506938
3787,154148642.6606183
3788,539510181.2592827
3789,7652962.554726018
3790,469097.5233243444
3791,8090310.045828499
3792,36331.2030290113
3793,1198551.9862438608
3794,2729368.017992384
3795,322874594.3224404
3796,5132807.973874298
3797,7884719.92383875
3798,45816493.247423984
3799,5406081.660704692
3800,2840463.983014507
3801,98980430.04611343
3802,188715.44935051963
3803,8276849.187905759
3804,85902.52079636374
3805,177272.51403046417
3806,113061191.49858928
3807,279764.1992020234
3808,223498.17973992784
3809,27253785.892574858
3810,1454547.284068851
3811,12408518.627203638
3812,1207318.71386218
3813,159196.48574818132
3814,1103657.2818911253
3815,70914222.39008436
3816,150246890.2610153
3817,88356232.36760144
3818,41114205.384313725
3819,15880968.169638382
3820,75789232.43752137
3821,38807653.32063814
3822,12682092.882458866
3823,5213619.489340203
3824,2678741.0075321156
3825,10071859.765328968
3826,79643100.099029
3827,63189351.33699829
3828,1780584.7632971215
3829,51412.027617780484
3830,43504707.603504546
3831,13947.772382990446
3832,267713361.5742047
3833,22871144.646481454
3834,4816606.476870027
3835,6125764.929950757
3836,2175816.2722583376
3837,29146739.759486593
3838,4882030.413514764
3839,377294.70040810725
3840,20664815.60906427
3841,5554164.02980353
3842,1872193.210073644
3843,14802120.850440715
3844,724181.1057924946
3845,19466.366228417402
3846,312005.49780646176
3847,105448.72185366617
3848,380620.19194301806
3849,58412571.80935615
3850,5899724.485634356
3851,45366683.31728958
3852,2739574.891275254
3853,112407387.63547705
3854,117072.30693293405
3855,403283.97177545296
3856,17379883.631405536
3857,282178338.21192586
3858,651587.1736628641
3859,13409521.41183591
3860,19264596.70521615
3861,30380609.54485902
3862,8368391.815767797
3863,56407866.95030677
3864,10111091.546583932
3865,84507891.73623295
3866,1909821.3815614397
3867,86014016.39910062
3868,1887331.6367119749
3869,66871624.15967888
3870,59527655.04242632
3871,274342915.89631855
3872,17121847.950150017
3873,23726862.750003975
3874,246599.83180776745
3875,35091745.06415664
3876,385845.2800489874
3877,46520220.726273865
3878,172871784.68104425
3879,383767291.7885718
3880,13227320.30290014
3881,46817.226016277586
3882,2841149.670561579
3883,1948394.4543254736
3884,262685420.34666088
3885,4405474.100160926
3886,31270437.81656323
3887,7045085.745096019
3888,4530978.339271995
3889,546521.0566728665
3890,111133334.64175588
3891,6640030.853544681
3892,1693451.3606372601
3893,474817376.14455205
3894,58847905.08422801
3895,44948648.30484554
3896,43976155.60150146
3897,6307418.396373139
3898,15018707.817765838
3899,345736253.012387
3900,4852681.808456114
3901,917438.5206940233
3902,92179.48755949817
3903,984688.9410055177
3904,8908554.04178712
3905,17009253.603497937
3906,92493994.6854081
3907,1823613.4727353049
3908,4536903.5500043575
3909,735229.4759475414
3910,12973615.553370224
3911,1107987.5275198896
3912,5686732.372723269
3913,95197777.15524204
3914,19510162.501207005
3915,353567210.5552753
3916,83513.1833867069
3917,13222576.745050546
3918,2886305.501249042
3919,73406058.01978105
3920,28011466.01456359
3921,30308.6341978244
3922,14962619.454960251
3923,66065702.681763545
3924,18842623.662203636
3925,224453442.23549935
3926,2642589.149205965
3927,98122547.88195586
3928,89097912.33300057
3929,78442206.05914415
3930,1777135.909616009
3931,2469936.541522999
3932,2508804.3576246705
3933,20761815.11016859
3934,74625070.66303921
3935,9096.922210531164
3936,289187.35262926784
3937,135706366.0856659
3938,9249343.282769537
3939,43112129.07864958
3940,10607559.217046399
3941,23904142.56205633
3942,200265955.8143496
3943,706460792.0883225
3944,8113917.719110875
3945,25808163.54339076
3946,1601570.8532164914
3947,73140201.43341234
3948,4540901.888948391
3949,564366.2575138445
3950,426487.2757412975
3951,10093669.35162225
3952,46441721.83119874
3953,38440401.62057715
3954,668998564.5206541
3955,5733937.327127138
3956,62477478.87377523
3957,9761827.515972676
3958,401589.231554821
3959,3825715.401299087
3960,630455.0171980959
3961,31758965.553789586
3962,1512587.2611990804
3963,9147604.304443907
3964,864651271.9230686
3965,65069285.19475163
3966,15841074.903848724
3967,271607012.74973375
3968,28827585.047336176
3969,2630821.1935798516
3970,21819991.75102565
3971,11532916.458349152
3972,16858343.06739433
3973,43630839.11810979
3974,374144.7022335078
3975,144853267.30616224
3976,55583951.11177476
3977,55301448.803091355
3978,219203963.860358
3979,2069156.3630444184
3980,314258.6632898928
3981,809969.5835743909
3982,4590611.169140166
3983,8624357.512609683
3984,63691735.76202275
3985,1643971.8822769877
3986,840473770.0938907
3987,28355453.894131776
3988,6034466.227418091
3989,15673101.46128317
3990,31464800.5611838
3991,103177.54614343618
3992,428289.70857656497
3993,7171097.895516977
3994,51441740.14548644
3995,43319773.10123233
3996,52771722.93319853
3997,7258548.90948685
3998,167901263.73133537
3999,7884622.222405801
4000,32685509.574517544
4001,2843811.5690692933
4002,163876317.2733637
4003,178103.7765295142
4004,42880016.123284265
4005,321039.3966800909
4006,15349462.1460873
4007,359415.7554148148
4008,4639444.2674501715
4009,7153338.3747535935
4010,187262.51188004419
4011,7300598.277993819
4012,157358981.1813884
4013,68825972.81193991
4014,453668.9295494926
4015,64217092.32872002
4016,17898626.286028054
4017,7111788.409149801
4018,44764687.14142423
4019,191218313.29345337
4020,4676921.29166188
4021,116780509.2988183
4022,10615378.65208288
4023,204465586.15728465
4024,24562308.591274995
4025,129604.926247273
4026,111511854.50897858
4027,34250433.1031818
4028,1190362.4967163848
4029,47081.011287455876
4030,15289940.83044515
4031,51545542.33973146
4032,163971.90416765123
4033,33805.600895897005
4034,448111.38265871734
4035,88004182.52900545
4036,498678.16492126515
4037,20942174.473092046
4038,5542119.581289697
4039,4884169.52902318
4040,2684650.626525297
4041,85136.31281069947
4042,45675206.15575704
4043,2816732.2144821384
4044,78056413.44796446
4045,32348735.502278812
4046,5012821.61493717
4047,441850445.02817374
4048,9724651.298043037
4049,19990.22918966135
4050,172884.34301404227
4051,589612512.5261171
4052,5373765.189981032
4053,1376737.1800769249
4054,304672.3220134529
4055,4058003.393065366
4056,3764187.493471556
4057,43802.12417988281
4058,6820441.86809151
4059,3180433.0338956695
4060,34634474.34655743
4061,225401374.66289026
4062,19832557.211343978
4063,9949829.806813896
4064,219151614.0947119
4065,84238156.51400599
4066,6249780.554303191
4067,28913724.36722268
4068,2009117.0907860985
4069,22637763.872450214
4070,10069868.493448632
4071,2279838.121041876
4072,13014801.7784461
4073,94218448.57654566
4074,129764.54587001176
4075,16955243.446861424
4076,20364525.84273541
4077,102688058.45727797
4078,5650750.0063115
4079,70355593.68663695
4080,2824746.3758089873
4081,8735742.094379237
4082,175314499.91439572
4083,27548301.350506697
4084,134026.25460420435
4085,34046891.81764803
4086,121541801.51585706
4087,9349582.110733474
4088,44732321.34123464
4089,16740633.205933133
4090,1850909.8805188818
4091,37819361.20319467
4092,40332707.358655505
4093,28120878.032446634
4094,3196607.249218362
4095,230544959.4928798
4096,11871687.447002111
4097,69413036.66731277
4098,3873302.612468516
4099,3092884.97745697
4100,34356909.40810357
4101,48550355.075045384
4102,2437363.218987222
4103,17445641.815480527
4104,7564329.5560120735
4105,47699.578049571304
4106,2364867.285599793
4107,323957.5883499713
4108,9452044.209802007
4109,211356.48031517133
4110,25225969.359794013
4111,7804877.125122929
4112,15448467.40135583
4113,1325890.036295279
4114,81254514.59997816
4115,3956208.740630814
4116,17076773.476070825
4117,4926373.018328186
4118,31969071.047737397
4119,21959401.920117017
4120,604117.1843304703
4121,2429384.607515711
4122,123751492.09440021
4123,4349128.670303065
4124,40132388.789995
4125,8932394.590104189
4126,2629336.923508996
4127,4880608.149531118
4128,21047991.663040303
4129,1344456.3077044494
4130,1019201.9365684685
4131,89486829.16639692
4132,101062477.72061217
4133,43202166.762551285
4134,4144384.6823390117
4135,7771741.526281384
4136,492348042.23497504
4137,2486789.0739663905
4138,26877268.059045285
4139,11479185.605245687
4140,2292793.8055190505
4141,4143077.981092695
4142,46359464.92554847
4143,49680890.423200235
4144,1569187.8089900417
4145,5354374.218861909
4146,3168087.6895619915
4147,57975.18371677232
4148,6849868.436332217
4149,6369783.520658883
4150,1052826.6567583678
4151,101560.17185851268
4152,33249881.12256673
4153,8660654.217503633
4154,900400.1983603542
4155,15284081.464745516
4156,1442347.7060460213
4157,2705979.5785708763
4158,26659842.18827364
4159,74499741.11559239
4160,250226212.4419276
4161,6870066.518007866
4162,13749687.265193218
4163,167529419.22531894
4164,4420392.739567059
4165,3881561.4293996207
4166,1047627.2657928421
4167,19106623.232025184
4168,553340.71906106
4169,768435.7928369959
4170,6906084.372390472
4171,70124597.29427887
4172,47838313.4755617
4173,3644776.4810735313
4174,1621234.927598918
4175,4006532.510918847
4176,16570528.447998317
4177,78431.3965768477
4178,457189719.5182373
4179,310634.8061472801
4180,115003245.46185139
4181,22351748.617308293
4182,6481195.777577923
4183,82482457.67013872
4184,10388518.89031196
4185,2400751.941918579
4186,6383473.18361332
4187,22123765.31472017
4188,11782844.587994885
4189,339394.70629159635
4190,92815.33147770299
4191,286287.18747895595
4192,61420.05550660749
4193,142710794.62513468
4194,75009599.79186518
4195,14893332.252732622
4196,1941543.7636411919
4197,8410946.087910373
4198,229638.85499764304
4199,4481049.099168214
4200,73812335.33475906
4201,27087483.22666416
4202,14840669.275414988
4203,8732652.884299519
4204,39883150.46963465
4205,1173609.280539395
4206,13131620.356873129
4207,511553314.7796556
4208,488657230.0431583
4209,11007157.479264552
4210,104291712.11743173
4211,27119151.366799947
4212,242905250.3283194
4213,1461541.63101213
4214,19379583.084531143
4215,535958.4509097943
4216,1531487.4298975668
4217,131174.06033985812
4218,39665828.91082532
4219,10588420.17884096
4220,12546751.035245681
4221,207234.1326559088
4222,677434.48611163
4223,30133095.343584273
4224,1002974.1642389084
4225,30191662.556828484
4226,30441546.490665022
4227,14876336.031489763
4228,10785.429908093107
4229,53589906.57491146
4230,30152233.564700745
4231,5294728.953926297
4232,5357923.998887952
4233,89011359.99992515
4234,9904098.863087703
4235,2358030.1919775982
4236,1536428.2439160957
4237,1789123.2911006336
4238,25048518.160911325
4239,112744532.62419625
4240,115079863.84598269
4241,135529999.1888185
4242,12739738.12786644
4243,1210665.6544702412
4244,56695039.74727904
4245,1739695.4802502664
4246,616214.2380274115
4247,32773714.338006876
4248,4090567.8915999522
4249,15300914.696457282
4250,20556341.985246856
4251,325104.54351409804
4252,116797534.8371095
4253,82557202.19444896
4254,70871220.11724962
4255,53799139.09549938
4256,423597010.7881425
4257,107136456.19539882
4258,25406543.111843172
4259,498985.71698274097
4260,236759655.67393273
